Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Arema - Persib 3:3,Indonesia. Liga 1,2023-07-07,GK,99,3,1.99,4,1,0,1,3,2,7,7,6,1,5
Persib - Madura United 1:1,Indonesia. Liga 1,2023-07-02,GK,96,1,1.14,3,2,1,2,12,8,3,3,5,0,5
Persita - Persib 4:0,Indonesia. Liga 1,2023-04-09,GK,96,4,2.74,7,3,3,1,9,7,4,3,6,3,3
Persib - Persis Solo 3:1,Indonesia. Liga 1,2023-04-04,GK,113,1,0.63,2,1,1,2,6,2,5,4,8,4,4
Persib - Bhayangkara F.C. 2:1,Indonesia. Liga 1,2023-03-24,GK,98,1,0.99,3,2,2,1,2,2,6,6,6,3,3
Persib - Dewa United 2:1,Indonesia. Liga 1,2023-03-20,GK,96,1,0.63,2,1,0,0,2,0,7,7,3,3,0
Persebaya Surabaya - Persib 2:2,Indonesia. Liga 1,2023-03-13,GK,96,2,0.34,2,0,0,0,4,1,8,8,5,1,4
Barito Putera - Persib 2:1,Indonesia. Liga 1,2023-02-27,GK,46,0,0.29,1,1,1,0,4,3,2,2,4,0,4
Persib - Arema 1:0,Indonesia. Liga 1,2023-02-23,GK,98,0,0.16,3,3,2,1,7,2,15,14,5,0,5
Rans Nusantara - Persib 1:3,Indonesia. Liga 1,2023-02-19,GK,97,1,0.97,4,3,1,1,5,2,9,8,9,8,1
Persib - PSM 1:2,Indonesia. Liga 1,2023-02-14,GK,102,2,1.33,5,3,1,0,2,1,12,12,5,3,2
Bali United - Persib 1:1,Indonesia. Liga 1,2023-02-10,GK,98,1,0.91,4,3,2,0,3,1,17,16,8,5,3
