Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Arema - Pusamania Borneo 2:2,Indonesia. Liga 1,2019-09-13,GK,96,2,2.02,6,4,2,2,6,4,6,6,18,6,12
Bali United - Pusamania Borneo 2:1,Indonesia. Liga 1,2019-08-28,GK,100,2,1.95,8,6,4,5,5,5,7,7,5,2,3
Pusamania Borneo - Semen Padang 1:0,Indonesia. Liga 1,2019-08-24,GK,96,0,0.02,1,1,0,4,0,0,12,12,8,3,5
Borneo FC - Persipura 1:1,Indonesia. Liga 1,2019-08-19,GK,98,1,1.9,8,7,2,1,8,5,12,12,8,2,6
Pusamania Borneo - PSM 2:0,Indonesia. Liga 1,2019-08-10,GK,96,0,0.12,2,2,2,1,1,0,10,10,11,2,9
Pusamania Borneo - PSS Sleman 2:2,Indonesia. Liga 1,2019-08-04,GK,96,2,2.27,8,6,4,2,4,4,6,6,7,1,6
Persela - Pusamania Borneo 2:2,Indonesia. Liga 1,2019-07-29,GK,49,0,0.0,0,0,0,0,2,1,3,3,4,0,4
Badak Lampung - Pusamania Borneo 1:1,Indonesia. Liga 1,2019-07-22,GK,94,1,0.81,3,2,0,5,11,4,2,2,8,0,8
Pusamania Borneo - Barito Putera 4:3,Indonesia. Liga 1,2019-07-18,GK,96,3,1.73,3,0,0,1,1,0,5,4,4,0,4
Pusamania Borneo - PSIS Semarang 2:0,Indonesia. Liga 1,2019-07-10,GK,96,0,0.02,1,1,0,2,4,2,10,10,9,3,6
Pusamania Borneo - Persebaya Surabaya 1:2,Indonesia. Liga 1,2019-06-23,GK,95,2,1.14,4,2,1,1,9,5,9,9,5,2,3
Madura United - Pusamania Borneo 3:0,Indonesia. Liga 1,2019-05-28,GK,91,3,3.1,8,5,1,0,7,5,9,9,4,1,3
Pusamania Borneo - Arema 2:0,Indonesia. Liga 1,2019-05-22,GK,95,0,0.85,2,2,2,3,5,4,11,11,8,5,2
Pusamania Borneo - Bhayangkara Surabaya Utd 1:1,Indonesia. Liga 1,2019-05-16,GK,94,1,1.15,3,2,0,0,2,1,14,14,9,3,6
Barito Putera - Pusamania Borneo 1:0,Indonesia. Liga 1,2018-11-30,GK,98,1,0.44,5,4,3,0,6,4,2,2,14,1,13
Pusamania Borneo - Persela 3:2,Indonesia. Liga 1,2018-11-26,GK,98,2,2.41,6,4,2,1,3,2,6,6,11,3,8
PSMS - Pusamania Borneo 3:2,Indonesia. Liga 1,2018-11-03,GK,96,3,1.18,6,3,2,2,6,3,3,3,15,3,12
Persebaya Surabaya - Pusamania Borneo 0:1,Indonesia. Liga 1,2018-10-13,GK,97,0,0.74,4,4,0,3,10,8,1,1,13,0,13
