Match,Competition,Date,Position,Minutes played,Total actions,Total actions successful,Goals,Assists,Shots,Shots On Target,xG,Passes,Passes accurate,Long passes,Long passes accurate,Crosses,Crosses accurate,Dribbles,Dribbles successful,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses own half,Recoveries,Recoveries opp. half,Yellow card,Red card
Leixões - Académica 2:1,Portugal. Segunda Liga,22/8/2021,RCB,49,40,26,0,0,0,0,0,24,18,3,1,0,0,0,0,11,7,3,2,1,8,4,7,0,0,0
Chaves - Leixões 1:1,Portugal. Segunda Liga,16/8/2021,RCB,67,45,29,0,0,1,0,0.01,30,25,5,1,0,0,0,0,8,3,3,1,3,8,5,3,0,0,0
Leixões - Farense 3:1,Portugal. Segunda Liga,10/8/2021,RCB,96,39,21,0,0,0,0,0,17,11,6,2,0,0,0,0,16,7,7,3,6,6,5,8,0,0,0
Nacional SP - Linense 0:1,Brazil. Paulista A3,6/6/2021,LCB,100,51,33,0,0,2,1,0.24,26,23,4,1,0,0,0,0,17,8,7,3,2,8,2,7,1,0,0
Linense - Nacional SP 0:0,Brazil. Paulista A3,3/6/2021,LCB,94,47,31,0,0,0,0,0,26,21,5,1,0,0,0,0,14,8,4,4,4,7,4,8,0,0,0
Noroeste - Nacional SP 0:1,Brazil. Paulista A3,31/5/2021,LCB,98,41,18,0,0,0,0,0,18,10,4,2,0,0,0,0,10,5,3,0,10,9,7,6,0,81,0
Nacional SP - Noroeste 2:0,Brazil. Paulista A3,28/5/2021,LCB,99,57,31,0,0,1,0,0.11,21,19,4,3,0,0,1,0,21,10,10,5,11,8,4,12,1,0,0
Nacional SP - Bandeirante SP 4:1,Brazil. Paulista A3,25/5/2021,LCB,94,44,31,0,0,1,0,0.28,28,23,7,2,0,0,0,0,8,5,2,2,3,1,0,9,2,0,0
Primavera SP - Nacional SP 2:1,Brazil. Paulista A3,22/5/2021,LCB,97,49,40,0,0,0,0,0,31,27,7,5,0,0,0,0,11,11,7,7,5,8,6,11,0,0,0
Nacional SP - São José EC 1:2,Brazil. Paulista A3,20/5/2021,LCB,52,40,32,0,0,0,0,0,20,17,3,1,0,0,0,0,12,9,3,3,4,1,0,11,0,22,0
Nacional SP - Capivariano 2:0,Brazil. Paulista A3,17/5/2021,LCB,95,44,30,0,0,1,1,0.04,25,21,6,3,0,0,0,0,10,7,7,5,9,8,4,7,1,0,0
Marília - Nacional SP 0:3,Brazil. Paulista A3,15/5/2021,LCB,98,46,29,0,0,1,1,0.21,22,18,3,1,0,0,0,0,14,6,6,2,4,4,0,7,0,0,0
Nacional SP - Noroeste 1:2,Brazil. Paulista A3,12/5/2021,LCB,101,47,25,0,0,1,0,0.07,20,15,6,2,0,0,0,0,14,6,3,1,3,8,3,6,0,0,0
Linense - Nacional SP 2:3,Brazil. Paulista A3,10/5/2021,LCB,94,37,23,1,0,1,1,0.05,15,11,7,4,0,0,0,0,11,8,7,7,7,7,5,7,1,0,0
Nacional SP - Barretos 0:1,Brazil. Paulista A3,8/5/2021,LCB,98,84,61,0,0,6,2,0.49,57,49,13,8,0,0,0,0,15,10,9,8,6,11,3,13,1,0,0
Comercial - Nacional SP 2:3,Brazil. Paulista A3,5/5/2021,LCB,100,43,30,0,0,0,0,0,26,22,6,2,0,0,0,0,10,5,3,1,2,7,2,6,0,40,0
Nacional SP - Votuporanguense 1:2,Brazil. Paulista A3,30/4/2021,"LCB, LCB3",96,77,53,0,1,0,0,0,59,47,14,8,0,0,0,0,12,5,6,4,2,10,5,5,0,43,0
Batatais - Nacional SP 4:2,Brazil. Paulista A3,28/4/2021,LCB,99,73,52,0,0,1,0,0.06,44,39,12,10,0,0,0,0,20,12,8,6,5,8,3,16,2,0,0
Nacional SP - Rio Preto 3:1,Brazil. Paulista A3,13/3/2021,LCB,103,53,34,0,0,0,0,0,23,20,5,3,0,0,1,0,19,11,4,4,5,5,0,9,1,28,0
Nacional SP - Desportivo Brasil 2:3,Brazil. Paulista A3,10/3/2021,LCB,100,76,51,0,0,3,0,0.48,43,34,11,7,0,0,0,0,18,11,9,6,7,10,6,13,2,43,0
Olímpia - Nacional SP 2:3,Brazil. Paulista A3,6/3/2021,LCB,99,47,40,1,0,1,1,0.27,34,31,2,1,0,0,1,1,9,7,1,1,2,5,3,8,0,0,0
Aparecidense - Tupynambás 4:0,Brazil. Serie D,13/12/2020,LCMF3,19,15,6,0,0,0,0,0,7,6,0,0,0,0,0,0,5,0,2,0,0,4,2,0,0,0,0
Tupynambás - Palmas 1:0,Brazil. Serie D,21/11/2020,RDMF,12,13,7,0,0,0,0,0,6,5,2,2,0,0,0,0,4,1,1,1,0,3,1,1,1,92,0
Caldense - Tupynambás 1:2,Brazil. Serie D,13/11/2020,RCMF,48,30,16,0,0,0,0,0,14,11,2,1,0,0,0,0,10,5,1,0,2,6,2,6,2,0,0
Gama - Tupynambás 1:3,Brazil. Serie D,31/10/2020,0,9,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0
Atlético Alagoinhas - Tupynambás 1:1,Brazil. Serie D,18/10/2020,RCB,97,56,27,0,0,1,0,0.06,17,14,3,2,0,0,0,0,23,12,8,3,5,5,3,10,1,0,0
Tupynambás - Brasiliense 1:4,Brazil. Serie D,15/10/2020,RCB,58,29,18,0,0,1,0,0.16,21,15,2,1,0,0,0,0,4,2,2,1,2,7,5,2,0,0,0
Villa Nova - Tupynambás 2:2,Brazil. Serie D,4/10/2020,RCB,102,53,27,0,0,1,0,0.24,9,5,2,1,0,0,0,0,19,15,4,3,8,6,4,17,0,0,0
Palmas - Tupynambás 0:2,Brazil. Serie D,26/9/2020,RCB,72,65,55,0,0,0,0,0,52,50,3,2,0,0,0,0,7,4,3,2,6,3,2,4,0,0,0
Tupynambás - Bahia de Feira 2:1,Brazil. Serie D,19/9/2020,RCB,52,39,30,0,0,0,0,0,28,25,5,3,0,0,0,0,6,4,1,0,2,2,1,0,0,0,0
