Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Persija - PSM 4:2,Indonesia. Liga 1,2023-01-25,GK,96,2,3.18,7,5,4,6,6,5,14,14,9,5,4
Persis Solo - Persija 1:0,Indonesia. Liga 1,2023-01-19,GK,95,1,0.4,5,4,0,0,6,3,14,14,10,8,2
Persija - Bali United 3:2,Indonesia. Liga 1,2023-01-15,GK,104,2,1.76,3,1,1,0,3,3,5,5,3,2,1
Persib - Persija 1:0,Indonesia. Liga 1,2023-01-11,GK,97,1,1.37,4,3,2,1,14,7,6,5,8,3,5
PSS Sleman - Persija 0:2,Indonesia. Liga 1,2023-01-08,GK,97,0,0.14,3,3,2,1,6,4,14,14,4,2,2
Persija - Dewa United 3:2,Indonesia. Liga 1,2022-12-20,GK,98,2,1.89,5,3,3,0,3,2,3,3,7,5,2
Persija - Persebaya Surabaya 1:1,Indonesia. Liga 1,2022-12-16,GK,96,1,1.24,5,4,1,4,9,6,11,11,8,2,6
PSIS Semarang - Persija 2:0,Indonesia. Liga 1,2022-12-13,GK,99,2,1.71,8,6,4,1,4,3,5,5,3,1,2
Persija - Persik Kediri 1:1,Indonesia. Liga 1,2022-12-10,GK,99,1,1.73,2,1,1,2,5,2,11,11,9,5,4
Persija - Borneo FC 1:0,Indonesia. Liga 1,2022-12-06,GK,98,0,0.02,1,1,1,2,3,3,3,3,10,5,5
Persija - Madura United 0:0,Indonesia. Liga 1,2022-09-17,GK,96,0,0.49,2,2,1,1,5,5,12,11,1,1,0
Barito Putera - Persija 0:1,Indonesia. Liga 1,2022-09-11,GK,98,0,0.11,2,2,0,0,12,3,15,15,3,2,1
Persija - Bhayangkara F.C. 2:1,Indonesia. Liga 1,2022-09-03,GK,96,1,0.08,2,1,1,1,5,5,8,8,8,6,2
Arema - Persija 0:1,Indonesia. Liga 1,2022-08-28,GK,98,0,0.54,4,4,3,4,8,4,8,8,13,3,10
Persija - Persita 1:0,Indonesia. Liga 1,2022-08-24,GK,96,0,1.66,5,5,4,3,9,6,9,8,7,5,2
Rans Nusantara - Persija 0:3,Indonesia. Liga 1,2022-08-20,GK,99,0,1.14,6,6,4,2,5,2,15,15,10,5,5
Persikabo 1973 - Persija 1:1,Indonesia. Liga 1,2022-08-14,GK,97,1,0.39,4,3,0,0,5,4,15,15,10,9,1
PSM - Persija 1:1,Indonesia. Liga 1,2022-08-05,GK,97,1,1.28,5,4,2,3,3,1,9,9,9,7,2
Persija - Persis Solo 2:1,Indonesia. Liga 1,2022-07-31,GK,95,1,1.13,4,3,3,1,4,2,13,12,7,3,4
Bali United - Persija 1:0,Indonesia. Liga 1,2022-07-23,GK,99,1,0.9,4,3,2,1,3,3,16,16,8,4,4
Persija - Borneo FC 1:2,Indonesia. Piala Presiden,2022-06-25,GK,98,2,1.72,8,6,3,0,5,3,8,8,10,9,1
Bhayangkara F.C. - Persija 1:1,Indonesia. Liga 1,2022-03-26,GK,96,1,0.51,4,3,2,3,3,3,17,17,8,4,4
Persija - PSM 3:1,Indonesia. Liga 1,2022-03-21,GK,99,1,0.94,3,2,0,0,8,3,11,11,7,3,4
Persija - Madura United 1:3,Indonesia. Liga 1,2022-03-17,GK,96,3,1.57,6,3,2,2,4,2,5,5,7,4,3
Persikabo 1973 - Persija 0:4,Indonesia. Liga 1,2022-03-13,GK,96,0,0.5,2,2,2,2,6,5,9,9,4,2,2
Persija - Borneo FC 1:2,Indonesia. Liga 1,2022-03-10,GK,95,2,1.45,6,4,2,0,8,6,14,14,2,0,2
Bali United - Persija 2:1,Indonesia. Liga 1,2022-03-06,GK,98,2,2.0,6,4,2,1,9,6,19,19,4,3,1
Persija - Persib 0:2,Indonesia. Liga 1,2022-03-01,GK,97,2,2.72,5,3,3,4,3,2,10,10,8,3,5
Barito Putera - Persija 1:1,Indonesia. Liga 1,2022-02-23,GK,94,1,1.05,4,3,1,4,4,3,5,5,9,5,4
Persija - Persik Kediri 2:1,Indonesia. Liga 1,2022-02-19,GK,96,1,0.66,4,3,0,1,2,1,4,4,13,5,8
Persebaya Surabaya - Persija 3:3,Indonesia. Liga 1,2022-02-14,GK,98,3,5.33,14,11,5,1,5,1,4,4,8,2,6
Persija - Persiraja Banda Aceh 0:1,Indonesia. Liga 1,2022-01-30,GK,95,1,1.02,5,4,1,0,3,1,6,6,4,2,2
Persita - Persija 1:2,Indonesia. Liga 1,2022-01-26,GK,96,1,1.86,8,7,3,2,8,5,16,16,14,6,8
Persela - Persija 1:1,Indonesia. Liga 1,2022-01-15,GK,94,1,1.58,8,7,4,1,3,2,7,6,6,4,2
Persija - Persipura 1:2,Indonesia. Liga 1,2022-01-11,GK,98,2,2.64,10,8,3,0,8,3,9,8,15,5,10
PSIS Semarang - Persija 1:2,Indonesia. Liga 1,2022-01-06,GK,96,1,1.95,8,7,4,3,5,3,8,8,6,1,5
Persija - Bhayangkara F.C. 0:0,Indonesia. Liga 1,2021-12-11,GK,96,0,0.22,2,2,1,2,4,2,7,7,10,0,10
PSM - Persija 0:3,Indonesia. Liga 1,2021-12-07,GK,93,0,0.0,0,0,0,0,6,2,23,23,5,1,4
Persija - Persikabo 1973 1:0,Indonesia. Liga 1,2021-12-03,GK,100,0,0.11,2,2,1,0,11,8,13,13,10,3,7
Borneo FC - Persija 2:1,Indonesia. Liga 1,2021-11-29,GK,96,2,1.45,8,6,4,0,2,1,4,4,7,2,5
Persija - Bali United 0:1,Indonesia. Liga 1,2021-11-25,GK,96,1,0.61,5,4,2,1,10,6,15,13,11,4,7
Persib - Persija 0:1,Indonesia. Liga 1,2021-11-20,GK,97,0,1.15,7,7,4,0,1,0,2,2,14,0,14
Persija - Barito Putera 1:1,Indonesia. Liga 1,2021-11-05,GK,103,1,0.6,1,0,0,0,1,0,9,9,3,2,1
Persik Kediri - Persija 2:2,Indonesia. Liga 1,2021-10-30,GK,96,2,1.46,3,1,1,1,5,3,9,9,7,4,3
Persija - Persebaya Surabaya 0:1,Indonesia. Liga 1,2021-10-26,GK,98,1,0.72,2,1,0,0,4,2,14,14,8,6,2
Madura United - Persija 2:3,Indonesia. Liga 1,2021-10-22,GK,97,2,2.04,11,9,6,6,14,6,1,1,8,0,8
