Match,Competition,Date,Position,Minutes played,Total actions,Total actions successful,Goals,Assists,Shots,Shots On Target,xG,Passes,Passes accurate,Long passes,Long passes accurate,Crosses,Crosses accurate,Dribbles,Dribbles successful,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses own half,Recoveries,Recoveries opp. half,Yellow card,Red card
Meizhou Hakka - Shanghai Shenxin 2:0,China PR. China League One,2/11/2019,"RW, RWF",85,65,33,0,0,3,1,0.3,21,19,1,1,0,0,7,6,26,13,1,1,2,5,2,3,1,0,0
Shanghai Shenxin - Qingdao Huanghai 0:2,China PR. China League One,26/10/2019,RW,87,52,33,0,0,2,2,0.35,21,20,1,1,0,0,4,3,24,10,1,1,1,4,3,3,1,0,0
IM Zhongyou - Shanghai Shenxin 3:1,China PR. China League One,19/10/2019,RWF,95,68,34,0,0,3,0,0.48,29,23,3,2,0,0,1,0,34,11,4,1,1,9,2,6,4,0,0
Shanghai Shenxin - Zhejiang Greentown 1:2,China PR. China League One,28/9/2019,RW,98,52,32,1,0,3,1,1.16,19,17,1,1,0,0,5,5,26,14,8,4,0,7,2,2,2,0,0
Xinjiang Tianshan - Shanghai Shenxin 4:3,China PR. China League One,21/9/2019,AMF,39,13,9,1,0,2,2,0.18,5,4,0,0,0,0,1,1,2,2,0,0,1,4,0,2,2,0,0
Shanghai Shenxin - Liaoning FC 1:4,China PR. China League One,31/8/2019,"RW, CF",97,68,35,0,0,0,0,0,22,18,0,0,0,0,1,0,32,14,11,5,7,16,5,6,2,0,0
Nantong Zhiyun - Shanghai Shenxin 1:2,China PR. China League One,24/8/2019,RW,102,70,21,1,0,1,1,0.08,10,7,1,0,2,0,6,3,37,13,3,2,4,14,6,4,3,0,0
Shanghai Shenxin - Shaanxi Chang'an Athletic 2:3,China PR. China League One,17/8/2019,"LW, CF",97,60,26,0,1,3,0,0.68,15,14,0,0,1,1,7,2,34,12,9,4,4,13,3,4,4,0,0
Guangdong South Tigers - Shanghai Shenxin 1:0,China PR. China League One,4/8/2019,CF,98,46,13,0,0,2,0,0.12,8,7,0,0,1,1,1,0,28,6,6,2,1,5,1,0,0,0,0
Shanghai Shenxin - Shijiazhuang Ever Bright 0:2,China PR. China League One,27/7/2019,CF,96,78,28,0,0,3,0,0.18,17,10,1,0,1,0,9,5,46,18,18,6,2,18,2,2,2,0,0
Heilongjiang Lava Spring - Shanghai Shenxin 3:1,China PR. China League One,20/7/2019,CF,96,42,15,0,0,2,1,0.38,9,6,0,0,0,0,1,0,25,7,11,3,4,18,5,5,3,0,0
