Match,Competition,Date,Position,Minutes played,Total actions,Total actions successful,Goals,Assists,Shots,Shots On Target,xG,Passes,Passes accurate,Long passes,Long passes accurate,Crosses,Crosses accurate,Dribbles,Dribbles successful,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses own half,Recoveries,Recoveries opp. half,Yellow card,Red card
Bangkok United - Yokohama F. Marinos 2:2,Asia. AFC Champions League Elite,2024-02-14,"LAMF, RAMF",41,27,13,1,0,2,1,0.42,13,9,3,3,1,0,1,1,7,2,2,0,1,5,2,1,1,0,0
Muang Thong United - Bangkok United 1:2,Thailand. Thai League,2024-02-09,RAMF,65,54,26,0,0,1,0,0.18,26,19,1,0,2,0,1,0,18,7,3,2,2,13,4,3,1,0,0
Bangkok United - Buriram United 0:1,Thailand. Thai League,2024-01-06,"CF, LAMF",99,51,22,0,0,0,0,0.0,25,19,2,0,3,0,1,1,13,3,5,0,3,8,4,4,0,57,0
Chonburi - Bangkok United 0:0,Thailand. Thai League,2023-12-28,LWF,100,36,17,0,0,0,0,0.0,20,11,1,0,3,0,2,1,13,6,4,1,1,15,4,2,1,0,0
Bangkok United - Police Tero 1:1,Thailand. Thai League,2023-12-24,"AMF, RWF",98,49,27,0,0,2,1,0.24,19,14,1,0,2,1,3,2,23,12,8,5,0,10,0,2,2,0,0
Trat - Bangkok United 1:2,Thailand. Thai League,2023-12-17,"LW, CF",54,31,16,1,0,5,2,0.85,12,9,0,0,1,0,3,1,10,4,1,1,1,7,0,3,3,0,0
Jeonbuk Motors - Bangkok United 3:2,Asia. AFC Champions League Elite,2023-12-13,"LW, LWF, RW",89,54,25,0,0,1,0,0.01,22,16,1,1,0,0,0,0,18,8,7,3,6,15,7,6,3,0,0
Prachuap - Bangkok United 0:1,Thailand. Thai League,2023-12-03,LWF,84,33,16,0,0,2,1,0.67,16,14,0,0,1,0,3,0,11,1,0,0,0,3,0,2,2,0,0
Bangkok United - Lion City Sailors FC 1:0,Asia. AFC Champions League Elite,2023-11-29,"LW, CF",103,64,33,0,0,6,1,0.68,29,24,2,1,4,2,5,1,22,8,7,4,2,9,3,1,1,0,0
Bangkok United - Nakhon Pathom 1:1,Thailand. Thai League,2023-11-24,"LWF, RWF",101,49,34,0,0,2,1,1.01,28,24,0,0,1,0,1,1,16,8,6,3,0,7,2,3,2,0,0
Bangkok United - Kitchee 1:1,Asia. AFC Champions League Elite,2023-11-08,RW,91,69,34,0,0,6,1,1.08,28,21,0,0,2,0,5,4,25,11,4,3,5,15,5,1,0,0,0
Port FC - Bangkok United 0:2,Thailand. Thai League,2023-11-04,"LCMF3, RW",100,74,39,0,1,3,1,0.28,33,27,3,2,3,2,2,1,32,11,4,2,5,12,4,5,1,0,0
Bangkok United - Ratchaburi 3:1,Thailand. Thai League,2023-10-29,"LAMF, CF",103,49,27,1,0,3,1,0.81,30,22,1,0,8,2,4,1,13,4,3,0,3,9,2,1,0,0,0
Kitchee - Bangkok United 1:2,Asia. AFC Champions League Elite,2023-10-25,"LWF, RW, RWF",106,59,30,0,0,0,0,0.0,27,19,2,1,5,4,5,4,25,11,7,4,1,18,4,3,1,94,0
Bangkok United - Chiangrai United 2:1,Thailand. Thai League,2023-10-08,LW,111,62,32,1,1,3,1,0.68,25,21,3,3,7,4,4,3,27,10,7,3,4,7,0,5,4,41,0
Bangkok United - Jeonbuk Motors 3:2,Asia. AFC Champions League Elite,2023-10-04,LWF,89,46,21,0,0,1,0,0.06,19,15,1,0,0,0,2,1,15,5,2,0,2,10,5,5,1,0,0
Bangkok United - BG Pathum United FC 2:0,Thailand. Thai League,2023-09-25,"LAMF, LW, RW",101,57,23,0,1,0,0,0.0,20,16,0,0,3,1,1,1,18,7,1,0,6,10,5,4,2,0,0
Lion City Sailors FC - Bangkok United 1:2,Asia. AFC Champions League Elite,2023-09-20,"LW, LWF",94,57,22,0,0,1,1,0.21,25,16,2,0,5,0,3,1,20,5,3,1,0,15,2,1,1,26,0
Bangkok United - Sukhothai 3:0,Thailand. Thai League,2023-09-15,LWF,97,37,22,1,0,4,1,0.45,22,16,4,3,7,3,1,0,10,4,3,1,0,8,0,2,2,0,0
Lamphun Warrior - Bangkok United 0:2,Thailand. Thai League,2023-08-25,LWF,103,58,27,0,2,0,0,0.0,25,19,1,0,2,0,2,1,19,6,1,0,2,7,1,3,1,0,0
Bangkok United - Muang Thong United 0:0,Thailand. Thai League,2023-08-19,"LWF, RWF",97,37,12,0,0,4,2,0.89,13,6,1,1,2,0,3,2,15,4,4,0,1,7,3,0,0,0,0
Uthai Thani - Bangkok United 1:4,Thailand. Thai League,2023-08-12,LWF,95,67,36,2,1,3,3,0.44,27,20,4,1,5,1,5,4,17,11,2,0,4,6,1,2,0,44,0
Buriram United - Bangkok United 0:2,Thailand. Thai Champions Cup,2023-08-05,LAMF,76,52,20,1,0,4,1,1.13,15,12,0,0,0,0,2,2,19,6,4,2,4,9,3,5,0,54,0
Bangkok United - Buriram United 0:2,Thailand. FA Cup,2023-05-28,"LWF, RAMF, RWF",103,66,32,0,0,0,0,0.0,28,22,0,0,5,2,3,0,24,8,5,1,4,10,0,4,4,0,0
Khon Kaen United - Bangkok United 1:1,Thailand. Thai League,2023-05-12,"LAMF, LW",86,39,17,0,1,2,0,0.15,17,12,1,0,3,1,3,1,13,4,3,1,1,9,3,0,0,0,0
Bangkok United - Muang Thong United 2:0,Thailand. Thai League,2023-05-06,"LAMF, RAMF",91,42,24,0,0,0,0,0.0,25,20,2,2,5,2,2,1,10,4,2,1,1,6,0,2,2,39,0
Bangkok United - Police Tero 4:1,Thailand. Thai League,2023-04-23,RAMF,103,72,39,1,0,2,1,0.24,27,21,1,0,3,1,5,2,33,17,8,3,3,11,2,7,2,0,0
Police Tero - Bangkok United 0:4,Thailand. FA Cup,2023-04-19,RAMF,86,53,25,1,0,5,3,0.5,20,17,0,0,3,1,4,1,17,4,3,0,0,8,2,0,0,0,0
Lamphun Warrior - Bangkok United 2:1,Thailand. Thai League,2023-04-09,"RAMF, CF",99,60,32,1,0,1,1,0.42,23,16,4,1,2,0,5,3,28,14,4,2,1,12,4,6,3,0,0
Bangkok United - Buriram United 4:3,Thailand. Thai League,2023-04-04,RAMF,95,55,31,0,1,1,0,0.09,25,19,4,2,3,1,3,3,23,12,4,2,2,11,3,2,1,50,0
Bangkok United - Chonburi 3:1,Thailand. Thai League,2023-03-12,RAMF,62,41,21,1,0,1,1,0.85,20,16,3,1,1,0,2,0,15,5,5,2,0,8,2,1,1,28,0
Chiangrai United - Bangkok United 1:2,Thailand. Thai League,2023-03-04,"LAMF, CF",37,12,8,0,0,0,0,0.0,7,7,0,0,0,0,0,0,4,1,2,1,0,1,0,2,1,0,0
Bangkok United - Port FC 1:2,Thailand. Thai League,2023-02-26,RAMF,77,68,35,0,0,4,1,0.77,32,23,1,0,3,0,4,0,23,11,6,4,1,11,3,5,1,0,0
Bangkok United - Buriram United 0:3,Thailand. League Cup,2023-02-22,RAMF,84,66,38,0,0,1,1,0.12,36,27,6,2,2,1,3,2,19,9,5,2,4,12,6,5,2,0,0
Ratchaburi - Bangkok United 0:1,Thailand. Thai League,2023-02-17,"RAMF, CF",106,33,15,0,0,1,0,0.13,16,11,1,1,2,0,1,0,11,4,2,1,2,8,3,1,0,0,0
Bangkok United - Sukhothai 3:0,Thailand. Thai League,2023-02-12,RAMF,75,36,24,1,0,3,2,0.77,24,18,2,1,1,0,0,0,8,3,0,0,0,8,1,1,0,0,0
Nakhon Ratchasima - Bangkok United 0:4,Thailand. Thai League,2023-02-05,"RAMF, RWF",97,52,30,1,0,5,3,0.76,28,22,2,1,5,2,2,2,15,4,6,2,0,8,0,0,0,0,0
Bangkok United - Lampang 1:0,Thailand. Thai League,2023-01-28,"RW, CF",85,40,19,0,0,4,1,0.25,17,13,0,0,4,0,3,1,11,5,2,0,1,5,0,1,1,0,0
Bangkok United - Nong Bua Pitchaya FC 3:1,Thailand. Thai League,2023-01-21,RAMF,77,58,27,1,0,3,1,0.34,26,19,2,1,2,0,3,2,17,6,4,2,5,8,2,6,3,0,0
Muang Thong United - Bangkok United 1:1,Thailand. Thai League,2022-11-26,"AMF, RW",99,57,20,1,0,2,1,0.75,16,10,2,0,1,0,4,1,29,9,5,1,3,14,0,8,4,0,0
Bangkok United - Prachuap 1:1,Thailand. Thai League,2022-11-19,RAMF,72,46,26,0,0,0,0,0.0,26,19,0,0,8,3,10,3,20,7,0,0,1,11,0,2,0,0,0
Customs Ladkrabang United - Bangkok United 0:1,Thailand. League Cup,2022-11-16,LW,19,11,9,0,0,0,0,0.0,4,4,0,0,0,0,2,1,4,3,0,0,0,1,0,1,1,0,0
Police Tero - Bangkok United 1:0,Thailand. Thai League,2022-11-13,"LAMF, RAMF",99,54,30,0,0,0,0,0.0,25,17,4,2,5,2,7,3,20,10,2,1,4,14,2,6,2,0,0
Bangkok United - Lamphun Warrior 2:0,Thailand. Thai League,2022-11-06,RAMF,96,86,44,0,1,3,1,0.12,43,31,3,3,7,1,11,5,27,11,5,3,4,17,3,7,6,0,0
Buriram United - Bangkok United 1:0,Thailand. Thai League,2022-10-30,RAMF,74,49,27,0,0,0,0,0.0,34,21,6,2,2,1,2,2,14,6,1,0,1,11,2,4,2,0,0
Bangkok United - BG Pathum United FC 2:0,Thailand. Thai League,2022-10-23,RW,25,15,8,1,0,2,2,0.66,4,2,1,0,0,0,0,0,6,3,3,2,0,4,1,2,0,0,0
Bangkok United - Ratchaburi 0:1,Thailand. Thai League,2022-10-19,RW,57,38,23,0,0,1,0,0.15,25,20,6,5,2,1,1,0,8,3,2,1,1,7,1,0,0,31,0
Port FC - Bangkok United 1:1,Thailand. Thai League,2022-10-02,RAMF,60,28,18,0,0,0,0,0.0,15,12,2,0,1,1,1,1,12,6,1,1,1,7,3,1,0,8,0
Sukhothai - Bangkok United 0:0,Thailand. Thai League,2022-09-11,RWF,68,39,22,0,0,1,0,0.0,19,13,6,2,1,1,4,3,18,9,6,4,2,11,2,2,0,0,0
Bangkok United - Nakhon Ratchasima 3:0,Thailand. Thai League,2022-09-03,RWF,84,51,19,1,0,4,1,0.12,26,16,3,0,0,0,3,0,11,2,3,1,0,13,4,1,0,0,0
Lampang - Bangkok United 0:5,Thailand. Thai League,2022-08-27,RAMF,97,75,32,1,1,2,2,0.12,19,16,3,1,1,1,4,1,36,13,8,3,5,14,0,3,2,0,0
Nong Bua Pitchaya FC - Bangkok United 0:1,Thailand. Thai League,2022-08-20,RWF,88,73,30,0,0,2,1,0.08,25,17,3,0,2,0,2,2,35,12,12,3,2,23,7,5,1,48,0
Bangkok United - Khon Kaen United 2:0,Thailand. Thai League,2022-08-12,RAMF,75,56,30,0,0,5,2,1.36,21,16,1,0,1,0,2,1,18,12,2,2,0,6,1,5,4,0,0
Buriram United - Nong Bua Pitchaya FC 4:1,Thailand. FA Cup,2022-02-16,RW,30,26,14,0,0,2,0,0.02,13,9,2,1,3,1,2,1,10,5,1,0,0,4,1,2,2,0,0
Uthai Thani - Nong Bua Pitchaya FC 2:0 (E),Thailand. League Cup,2022-02-09,RW,128,86,40,0,0,1,1,0.06,36,24,5,2,3,2,6,4,32,12,5,4,3,16,2,4,2,0,0
