Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Persis Solo - PSIS Semarang 0:1,Indonesia. Liga 1,2024-08-17,GK,100,0,0.29,2,2,0,7,3,2,13,13,10,9,1
PSIS Semarang - Persita 0:1,Indonesia. Liga 1,2024-08-11,GK,103,1,0.91,3,2,1,1,1,0,15,14,6,5,1
Jordan U23 - Indonesia U23 1:4,Asia. AFC U23 Asian Cup,2024-04-21,GK,12,0,0.05,3,3,0,0,4,2,1,1,4,0,4
Indonesia - Vietnam 1:0,Asia. AFC World Cup Qualifiers,2024-03-21,GK,98,0,0.0,0,0,0,4,8,6,11,11,8,4,4
PSIS Semarang - Persis Solo 0:2,Indonesia. Liga 1,2024-03-17,GK,96,2,1.78,5,3,1,0,5,4,8,8,4,4,0
Bali United - PSIS Semarang 2:0,Indonesia. Liga 1,2024-03-08,GK,98,2,1.36,4,2,0,1,1,0,13,13,6,5,1
PSIS Semarang - Persik Kediri 2:1,Indonesia. Liga 1,2024-03-03,GK,100,1,0.63,6,5,0,2,5,2,13,13,5,5,0
Persib - PSIS Semarang 3:0,Indonesia. Liga 1,2024-02-27,GK,95,3,2.21,7,4,3,3,1,0,14,13,11,11,0
PSIS Semarang - Dewa United 1:1,Indonesia. Liga 1,2024-02-23,GK,97,1,2.41,6,5,3,3,5,1,15,12,14,10,4
Arema - PSIS Semarang 1:4,Indonesia. Liga 1,2024-02-05,GK,97,1,1.44,7,6,2,4,7,5,12,12,15,13,2
Persebaya Surabaya - PSIS Semarang 1:1,Indonesia. Liga 1,2024-01-30,GK,97,1,2.08,7,6,5,2,4,4,21,21,6,4,2
PSIS Semarang - Madura United 2:2,Indonesia. Liga 1,2023-12-16,GK,71,1,0.81,1,0,0,1,1,1,12,11,3,3,0
Borneo FC - PSIS Semarang 2:0,Indonesia. Liga 1,2023-12-09,GK,98,2,1.25,9,7,5,4,12,6,17,16,7,5,2
PSIS Semarang - PSS Sleman 1:0,Indonesia. Liga 1,2023-12-03,GK,98,0,0.23,1,1,1,0,4,2,9,9,13,11,2
PSIS Semarang - Persita 4:0,Indonesia. Liga 1,2023-11-09,GK,96,0,1.61,5,5,3,0,2,2,16,15,7,7,0
Bhayangkara F.C. - PSIS Semarang 1:1,Indonesia. Liga 1,2023-11-02,GK,97,1,1.44,6,5,2,1,2,1,20,20,10,8,2
