Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Persis Solo - PSIS Semarang 0:1,Indonesia. Liga 1,2024-08-17,GK,100,1,0.0,1,0,0,1,3,2,2,2,5,4,1
PSM - Persis Solo 3:0,Indonesia. Liga 1,2024-08-10,GK,102,3,2.7,6,3,3,1,5,2,10,10,12,9,3
Persis Solo - Arema 0:2,Indonesia. Piala Presiden,2024-07-31,GK,107,2,2.21,6,4,3,0,1,1,12,11,6,5,1
Persib - Persis Solo 0:1,Indonesia. Piala Presiden,2024-07-25,GK,105,0,1.61,8,8,5,1,6,2,10,9,14,4,10
Persis Solo - PSM 2:2,Indonesia. Piala Presiden,2024-07-22,GK,52,0,0.55,1,1,1,2,6,2,3,3,4,2,2
Borneo FC - Persis Solo 2:0,Indonesia. Piala Presiden,2024-07-19,GK,50,1,1.29,3,2,2,2,5,3,5,5,4,2,2
Bhayangkara F.C. - Persis Solo 0:1,Indonesia. Liga 1,2024-04-30,GK,97,0,0.59,4,4,2,0,5,4,8,8,7,3,4
Persis Solo - PSM 1:0,Indonesia. Liga 1,2024-03-04,GK,25,0,0.0,0,0,0,0,0,0,2,2,2,2,0
Persis Solo - Dewa United 1:2,Indonesia. Liga 1,2023-12-17,GK,98,2,2.16,8,6,4,1,4,3,16,15,7,7,0
Persebaya Surabaya - Persis Solo 1:1,Indonesia. Liga 1,2023-12-13,GK,98,1,0.93,3,2,2,0,3,1,10,10,4,1,3
Arema - Persis Solo 3:1,Indonesia. Liga 1,2023-12-09,GK,98,3,3.31,8,5,3,2,3,0,9,9,8,4,4
Borneo FC - Persis Solo 1:0,Indonesia. Liga 1,2023-11-27,GK,97,1,1.72,8,7,4,4,10,6,5,5,11,11,0
Persis Solo - PSS Sleman 1:1,Indonesia. Liga 1,2023-11-08,GK,99,1,0.62,3,2,1,5,6,2,10,9,12,7,5
Persis Solo - Bhayangkara F.C. 2:1,Indonesia. Liga 1,2023-10-29,GK,99,1,1.33,6,5,1,2,9,6,8,8,3,2,1
Persita - Persis Solo 2:1,Indonesia. Liga 1,2023-10-22,GK,98,2,0.52,8,6,4,2,7,5,14,14,2,2,0
Persikabo 1973 - Persis Solo 2:2,Indonesia. Liga 1,2023-10-06,GK,99,2,1.13,4,2,1,4,10,5,10,9,12,9,3
Persis Solo - Persija 2:2,Indonesia. Liga 1,2023-09-30,GK,100,2,1.16,6,4,1,1,12,4,3,3,13,5,8
Rans Nusantara - Persis Solo 1:2,Indonesia. Liga 1,2023-09-22,GK,96,1,1.07,2,1,0,3,10,9,5,5,9,7,2
Persis Solo - PSIS Semarang 2:0,Indonesia. Liga 1,2023-09-16,GK,101,0,0.5,7,7,5,1,5,3,11,10,10,2,8
Persita - Persis Solo 0:0,Indonesia. Liga 1,2023-01-28,GK,99,0,0.28,2,2,2,4,3,2,5,5,9,3,6
Persis Solo - Persikabo 1973 1:1,Indonesia. Liga 1,2023-01-23,GK,97,1,1.18,4,3,1,2,1,1,9,9,3,0,3
Persis Solo - Persija 1:0,Indonesia. Liga 1,2023-01-19,GK,95,0,2.8,8,8,6,1,10,4,6,6,13,5,8
