Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
PSV II - Cambuur 0:1,Netherlands. Eerste Divisie,2019-09-23,GK,96,0,0.21,3,3,1,1,7,5,19,19,10,5,5
Cambuur - Helmond Sport 5:1,Netherlands. Eerste Divisie,2019-09-13,GK,94,1,0.74,2,1,0,2,4,3,18,18,1,1,0
Telstar - Cambuur 0:2,Netherlands. Eerste Divisie,2019-09-07,GK,93,0,0.43,3,3,3,2,12,6,23,22,11,4,7
Cambuur - Den Bosch 3:2,Netherlands. Eerste Divisie,2019-08-30,GK,95,2,1.24,4,2,0,1,6,5,19,19,9,4,5
NAC Breda - Cambuur 1:0,Netherlands. Eerste Divisie,2019-08-23,GK,96,1,0.24,3,2,2,0,8,6,16,16,7,3,4
Cambuur - Go Ahead Eagles 5:0,Netherlands. Eerste Divisie,2019-08-16,GK,90,0,0.25,1,1,1,4,4,3,17,17,9,6,3
De Graafschap - Cambuur 2:0,Netherlands. Eerste Divisie,2019-08-09,GK,98,2,2.04,9,7,2,2,11,7,23,23,13,10,3
PSV - Excelsior 6:0,Netherlands. Eredivisie,2018-12-07,GK,47,2,1.69,4,2,2,2,6,2,5,3,6,2,4
Emmen - Excelsior 1:2,Netherlands. Eredivisie,2018-11-25,GK,94,1,0.7,3,2,0,0,5,3,11,11,11,6,5
Excelsior - Ajax 1:7,Netherlands. Eredivisie,2018-11-11,GK,92,7,4.59,13,6,3,2,12,7,8,8,10,5,5
Excelsior - Groningen 2:4,Netherlands. Eredivisie,2018-11-02,GK,98,4,3.55,8,4,2,0,9,5,20,18,11,4,7
Excelsior - Vitesse 2:0,Netherlands. Eredivisie,2018-10-20,GK,93,0,0.96,6,6,2,3,8,5,13,13,14,5,9
PEC Zwolle - Excelsior 2:0,Netherlands. Eredivisie,2018-10-06,GK,95,2,1.18,4,2,1,0,8,3,14,14,21,8,13
Excelsior - VVV 1:0,Netherlands. Eredivisie,2018-09-29,GK,97,0,1.17,4,4,2,1,7,4,12,12,9,4,5
Excelsior - Heerenveen 3:3,Netherlands. Eredivisie,2018-09-22,GK,93,3,2.09,5,2,0,2,11,5,17,17,11,5,6
Willem II - Excelsior 2:2,Netherlands. Eredivisie,2018-09-15,GK,95,2,2.62,8,6,3,4,5,2,11,11,12,6,6
